Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.12     0.00    77490     0.00     0.00  Compare::operator()(std::pair<long long, int> const&, std::pair<long long, int> const&)
  0.00      0.12     0.00    73643     0.00     0.00  std::vector<int, std::allocator<int> >::operator[](unsigned long)
  0.00      0.12     0.00    63456     0.00     0.00  bool __gnu_cxx::__ops::_Iter_comp_iter<Compare>::operator()<__gnu_cxx::__normal_iterator<std::pair<long long, int>*, std::vector<std::pair<long long, int>, std::allocator<std::pair<long long, int> > > >, __gnu_cxx::__normal_iterator<std::pair<long long, int>*, std::vector<std::pair<long long, int>, std::allocator<std::pair<long long, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<long long, int>*, std::vector<std::pair<long long, int>, std::allocator<std::pair<long long, int> > > >, __gnu_cxx::__normal_iterator<std::pair<long long, int>*, std::vector<std::pair<long long, int>, std::allocator<std::pair<long long, int> > > >)
  0.00      0.12     0.00    55687     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const
  0.00      0.12     0.00    53597     0.00     0.00  __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::base() const
  0.00      0.12     0.00    53336     0.00     0.00  std::vector<Edge, std::allocator<Edge> >* std::__addressof<std::vector<Edge, std::allocator<Edge> > >(std::vector<Edge, std::allocator<Edge> >&)
  0.00      0.12     0.00    45588     0.00     0.00  getOwnerRank(int, int, int)
  0.00      0.12     0.00    40556     0.00     0.00  std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&, unsigned long) const
  0.00      0.12     0.00    40296     0.00     0.00  std::vector<long long, std::allocator<long long> >::size() const
  0.00      0.12     0.00    40008     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      0.12     0.00    40008     0.00     0.00  std::allocator<int>::~allocator()
  0.00      0.12     0.00    40002     0.00     0.00  __gnu_cxx::new_allocator<long long>::~new_allocator()
  0.00      0.12     0.00    40002     0.00     0.00  std::allocator<long long>::~allocator()
  0.00      0.12     0.00    39997     0.00     0.00  std::__detail::_Node_iterator<int, true, false>::operator*() const
  0.00      0.12     0.00    39997     0.00     0.00  std::__detail::_Hash_node_value_base<int>::_M_v()
  0.00      0.12     0.00    37169     0.00     0.00  std::pair<long long, int>* std::__niter_base<std::pair<long long, int>*>(std::pair<long long, int>*)
  0.00      0.12     0.00    37068     0.00     0.00  std::vector<std::pair<long long, int>, std::allocator<std::pair<long long, int> > >::end()
  0.00      0.12     0.00    32550     0.00     0.00  std::vector<std::pair<long long, int>, std::allocator<std::pair<long long, int> > >::begin()
  0.00      0.12     0.00    32221     0.00     0.00  std::_Vector_base<std::pair<long long, int>, std::allocator<std::pair<long long, int> > >::_M_get_Tp_allocator()
  0.00      0.12     0.00    29310     0.00     0.00  bool __gnu_cxx::operator!=<Edge const*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&)
  0.00      0.12     0.00    28966     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<long long, int> const*, std::vector<std::pair<long long, int>, std::allocator<std::pair<long long, int> > > >::__normal_iterator(std::pair<long long, int> const* const&)
  0.00      0.12     0.00    27691     0.00     0.00  void std::_Destroy<Edge*>(Edge*, Edge*)
  0.00      0.12     0.00    27665     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Edge*>(Edge*, Edge*)
  0.00      0.12     0.00    27633     0.00     0.00  void std::_Destroy<Edge*, Edge>(Edge*, Edge*, std::allocator<Edge>&)
  0.00      0.12     0.00    27393     0.00     0.00  __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::operator++()
  0.00      0.12     0.00    26768     0.00     0.00  void std::_Construct<Edge, Edge const&>(Edge*, Edge const&)
  0.00      0.12     0.00    26674     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.12     0.00    26672     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      0.12     0.00    26672     0.00     0.00  __gnu_cxx::new_allocator<int>::_M_max_size() const
  0.00      0.12     0.00    26672     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00      0.12     0.00    26670     0.00     0.00  std::_Vector_base<long long, std::allocator<long long> >::_M_get_Tp_allocator()
  0.00      0.12     0.00    26670     0.00     0.00  std::__size_to_integer(unsigned long)
